STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,MATERIAL,Materials,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,IRL,Ireland,A,Annual,GEN,Waste generated,T,Tonnes,PLASTIC,Plastics,2020,,197.614,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,ITA,Italy,A,Annual,GEN,Waste generated,T,Tonnes,PLASTIC,Plastics,2020,,4848.441,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,JPN,Japan,A,Annual,GEN,Waste generated,T,Tonnes,PLASTIC,Plastics,2019,,7537,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,KOR,Korea,A,Annual,GEN,Waste generated,T,Tonnes,PLASTIC,Plastics,2021,,4682,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,LVA,Latvia,A,Annual,GEN,Waste generated,T,Tonnes,PLASTIC,Plastics,2020,,112.421,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,LTU,Lithuania,A,Annual,GEN,Waste generated,T,Tonnes,PLASTIC,Plastics,2020,,110.399,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,LUX,Luxembourg,A,Annual,GEN,Waste generated,T,Tonnes,PLASTIC,Plastics,2020,,31.317,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,NLD,Netherlands,A,Annual,GEN,Waste generated,T,Tonnes,PLASTIC,Plastics,2020,,642.78,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,NOR,Norway,A,Annual,GEN,Waste generated,T,Tonnes,PLASTIC,Plastics,2020,,254.853,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,POL,Poland,A,Annual,GEN,Waste generated,T,Tonnes,PLASTIC,Plastics,2020,,2238.779,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,PRT,Portugal,A,Annual,GEN,Waste generated,T,Tonnes,PLASTIC,Plastics,2020,,447.175,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,SVK,Slovak Republic,A,Annual,GEN,Waste generated,T,Tonnes,PLASTIC,Plastics,2020,,199.211,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,SVN,Slovenia,A,Annual,GEN,Waste generated,T,Tonnes,PLASTIC,Plastics,2020,,67.282,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,ESP,Spain,A,Annual,GEN,Waste generated,T,Tonnes,PLASTIC,Plastics,2020,,876.807,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,SWE,Sweden,A,Annual,GEN,Waste generated,T,Tonnes,PLASTIC,Plastics,2020,,342.506,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,TUR,Türkiye,A,Annual,GEN,Waste generated,T,Tonnes,PLASTIC,Plastics,2020,,757.243,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,BGR,Bulgaria,A,Annual,GEN,Waste generated,T,Tonnes,PLASTIC,Plastics,2020,,367.487,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,HRV,Croatia,A,Annual,GEN,Waste generated,T,Tonnes,PLASTIC,Plastics,2020,,126.223,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,ROU,Romania,A,Annual,GEN,Waste generated,T,Tonnes,PLASTIC,Plastics,2020,,304.857,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,AUT,Austria,A,Annual,GEN,Waste generated,T,Tonnes,PAPER,"Paper, paperboard and paper products",2020,,1588.508,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,BEL,Belgium,A,Annual,GEN,Waste generated,T,Tonnes,PAPER,"Paper, paperboard and paper products",2020,,3940.453,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,CHL,Chile,A,Annual,GEN,Waste generated,T,Tonnes,PAPER,"Paper, paperboard and paper products",2019,,456.01255729,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,CHL,Chile,A,Annual,GEN,Waste generated,T,Tonnes,PAPER,"Paper, paperboard and paper products",2020,,281.83057173971,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,CHL,Chile,A,Annual,GEN,Waste generated,T,Tonnes,PAPER,"Paper, paperboard and paper products",2021,,304.20580933771,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,CZE,Czechia,A,Annual,GEN,Waste generated,T,Tonnes,PAPER,"Paper, paperboard and paper products",2020,,1298.283,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,DNK,Denmark,A,Annual,GEN,Waste generated,T,Tonnes,PAPER,"Paper, paperboard and paper products",2020,,636.376,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,EST,Estonia,A,Annual,GEN,Waste generated,T,Tonnes,PAPER,"Paper, paperboard and paper products",2020,,105.954,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,FIN,Finland,A,Annual,GEN,Waste generated,T,Tonnes,PAPER,"Paper, paperboard and paper products",2020,,588.811,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,DEU,Germany,A,Annual,GEN,Waste generated,T,Tonnes,PAPER,"Paper, paperboard and paper products",2020,,7164.678,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,GRC,Greece,A,Annual,GEN,Waste generated,T,Tonnes,PAPER,"Paper, paperboard and paper products",2020,,524.288,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,HUN,Hungary,A,Annual,GEN,Waste generated,T,Tonnes,PAPER,"Paper, paperboard and paper products",2020,,498.062,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,ISL,Iceland,A,Annual,GEN,Waste generated,T,Tonnes,PAPER,"Paper, paperboard and paper products",2020,,23.316,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,IRL,Ireland,A,Annual,GEN,Waste generated,T,Tonnes,PAPER,"Paper, paperboard and paper products",2020,,515.352,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,ITA,Italy,A,Annual,GEN,Waste generated,T,Tonnes,PAPER,"Paper, paperboard and paper products",2020,,5715.155,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,JPN,Japan,A,Annual,GEN,Waste generated,T,Tonnes,PAPER,"Paper, paperboard and paper products",2019,,906,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,LVA,Latvia,A,Annual,GEN,Waste generated,T,Tonnes,PAPER,"Paper, paperboard and paper products",2020,,115.746,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,LTU,Lithuania,A,Annual,GEN,Waste generated,T,Tonnes,PAPER,"Paper, paperboard and paper products",2020,,204.991,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,LUX,Luxembourg,A,Annual,GEN,Waste generated,T,Tonnes,PAPER,"Paper, paperboard and paper products",2020,,87.435,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,NLD,Netherlands,A,Annual,GEN,Waste generated,T,Tonnes,PAPER,"Paper, paperboard and paper products",2020,,2069.855,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,NOR,Norway,A,Annual,GEN,Waste generated,T,Tonnes,PAPER,"Paper, paperboard and paper products",2020,,605.791,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,POL,Poland,A,Annual,GEN,Waste generated,T,Tonnes,PAPER,"Paper, paperboard and paper products",2020,,3485.026,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,PRT,Portugal,A,Annual,GEN,Waste generated,T,Tonnes,PAPER,"Paper, paperboard and paper products",2020,,1109.171,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,SVK,Slovak Republic,A,Annual,GEN,Waste generated,T,Tonnes,PAPER,"Paper, paperboard and paper products",2020,,373.98,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,SVN,Slovenia,A,Annual,GEN,Waste generated,T,Tonnes,PAPER,"Paper, paperboard and paper products",2020,,197.866,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,ESP,Spain,A,Annual,GEN,Waste generated,T,Tonnes,PAPER,"Paper, paperboard and paper products",2020,,4288.931,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,SWE,Sweden,A,Annual,GEN,Waste generated,T,Tonnes,PAPER,"Paper, paperboard and paper products",2020,,1127.783,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,TUR,Türkiye,A,Annual,GEN,Waste generated,T,Tonnes,PAPER,"Paper, paperboard and paper products",2020,,1702.09,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,BGR,Bulgaria,A,Annual,GEN,Waste generated,T,Tonnes,PAPER,"Paper, paperboard and paper products",2020,,479.512,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,HRV,Croatia,A,Annual,GEN,Waste generated,T,Tonnes,PAPER,"Paper, paperboard and paper products",2020,,364.076,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,ROU,Romania,A,Annual,GEN,Waste generated,T,Tonnes,PAPER,"Paper, paperboard and paper products",2020,,619,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,AUT,Austria,A,Annual,GEN,Waste generated,T,Tonnes,GLASS,Glass,2020,,384.186,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,BEL,Belgium,A,Annual,GEN,Waste generated,T,Tonnes,GLASS,Glass,2020,,1714.352,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,CHL,Chile,A,Annual,GEN,Waste generated,T,Tonnes,GLASS,Glass,2019,,81.5705023,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,CHL,Chile,A,Annual,GEN,Waste generated,T,Tonnes,GLASS,Glass,2020,,103.022307044,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,CHL,Chile,A,Annual,GEN,Waste generated,T,Tonnes,GLASS,Glass,2021,,69.515951392,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,CZE,Czechia,A,Annual,GEN,Waste generated,T,Tonnes,GLASS,Glass,2020,,325.076,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,DNK,Denmark,A,Annual,GEN,Waste generated,T,Tonnes,GLASS,Glass,2020,,210.087,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,EST,Estonia,A,Annual,GEN,Waste generated,T,Tonnes,GLASS,Glass,2020,,50.803,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,FIN,Finland,A,Annual,GEN,Waste generated,T,Tonnes,GLASS,Glass,2020,,132.519,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,FRA,France,A,Annual,GEN,Waste generated,T,Tonnes,GLASS,Glass,2020,,2552.314,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,DEU,Germany,A,Annual,GEN,Waste generated,T,Tonnes,GLASS,Glass,2020,,3506.496,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,GRC,Greece,A,Annual,GEN,Waste generated,T,Tonnes,GLASS,Glass,2020,,51.686,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,HUN,Hungary,A,Annual,GEN,Waste generated,T,Tonnes,GLASS,Glass,2020,,96.2,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,ISL,Iceland,A,Annual,GEN,Waste generated,T,Tonnes,GLASS,Glass,2020,,6.443,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,IRL,Ireland,A,Annual,GEN,Waste generated,T,Tonnes,GLASS,Glass,2020,,157.332,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,ITA,Italy,A,Annual,GEN,Waste generated,T,Tonnes,GLASS,Glass,2020,,3404.824,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,LVA,Latvia,A,Annual,GEN,Waste generated,T,Tonnes,GLASS,Glass,2020,,44.926,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,LTU,Lithuania,A,Annual,GEN,Waste generated,T,Tonnes,GLASS,Glass,2020,,94.129,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,LUX,Luxembourg,A,Annual,GEN,Waste generated,T,Tonnes,GLASS,Glass,2020,,52.803,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,NLD,Netherlands,A,Annual,GEN,Waste generated,T,Tonnes,GLASS,Glass,2020,,639.646,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,NOR,Norway,A,Annual,GEN,Waste generated,T,Tonnes,GLASS,Glass,2020,,117.362,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,POL,Poland,A,Annual,GEN,Waste generated,T,Tonnes,GLASS,Glass,2020,,1620.047,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,PRT,Portugal,A,Annual,GEN,Waste generated,T,Tonnes,GLASS,Glass,2020,,455.948,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,SVK,Slovak Republic,A,Annual,GEN,Waste generated,T,Tonnes,GLASS,Glass,2020,,104.295,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,SVN,Slovenia,A,Annual,GEN,Waste generated,T,Tonnes,GLASS,Glass,2020,,71.024,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,ESP,Spain,A,Annual,GEN,Waste generated,T,Tonnes,GLASS,Glass,2020,,1226.689,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,SWE,Sweden,A,Annual,GEN,Waste generated,T,Tonnes,GLASS,Glass,2020,,280.665,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,TUR,Türkiye,A,Annual,GEN,Waste generated,T,Tonnes,GLASS,Glass,2020,,393.929,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,BGR,Bulgaria,A,Annual,GEN,Waste generated,T,Tonnes,GLASS,Glass,2020,,282.056,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,HRV,Croatia,A,Annual,GEN,Waste generated,T,Tonnes,GLASS,Glass,2020,,83.051,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,ROU,Romania,A,Annual,GEN,Waste generated,T,Tonnes,GLASS,Glass,2020,,283.831,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,AUT,Austria,A,Annual,GEN,Waste generated,T,Tonnes,OTHER,Other non-ferrous metals,2020,,351.589,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,BEL,Belgium,A,Annual,GEN,Waste generated,T,Tonnes,OTHER,Other non-ferrous metals,2020,,692.364,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,CHL,Chile,A,Annual,GEN,Waste generated,T,Tonnes,OTHER,Other non-ferrous metals,2019,,1.624189,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,CHL,Chile,A,Annual,GEN,Waste generated,T,Tonnes,OTHER,Other non-ferrous metals,2020,,4.467795,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,CHL,Chile,A,Annual,GEN,Waste generated,T,Tonnes,OTHER,Other non-ferrous metals,2021,,1.913882923,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,CZE,Czechia,A,Annual,GEN,Waste generated,T,Tonnes,OTHER,Other non-ferrous metals,2020,,251.121,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,DNK,Denmark,A,Annual,GEN,Waste generated,T,Tonnes,OTHER,Other non-ferrous metals,2020,,138.43,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,EST,Estonia,A,Annual,GEN,Waste generated,T,Tonnes,OTHER,Other non-ferrous metals,2020,,51.554,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,FIN,Finland,A,Annual,GEN,Waste generated,T,Tonnes,OTHER,Other non-ferrous metals,2020,,109.82,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,DEU,Germany,A,Annual,GEN,Waste generated,T,Tonnes,OTHER,Other non-ferrous metals,2020,,1425.173,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,GRC,Greece,A,Annual,GEN,Waste generated,T,Tonnes,OTHER,Other non-ferrous metals,2020,,187.019,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,HUN,Hungary,A,Annual,GEN,Waste generated,T,Tonnes,OTHER,Other non-ferrous metals,2020,,93.132,,A,Normal value,3,Thousands,2,Two
